"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","test with lambda steps","Surefire suite","Wed Nov 06 16:54:21 GMT 2024","passed","Wed Nov 06 16:54:21 GMT 2024","com.example.testng.StepTest","Surefire test","com.example.testng.StepTest","test with lambda steps"
"","25","test with annotation steps","Surefire suite","Wed Nov 06 16:54:21 GMT 2024","passed","Wed Nov 06 16:54:21 GMT 2024","com.example.testng.StepTest","Surefire test","com.example.testng.StepTest","test with annotation steps"
